number_of_sentences,number_of_words,average_negative_score,average_positive_score,number_of_negating_words,contains_bad,contains_worst,contains_stupid,contains_waste,contains_boring,contains_love,contains_wonderful,contains_best,contains_great,contains_superb,contains_beautiful,filename,sentiment
13,270,15.625,16.25,4,False,False,False,False,False,True,False,False,False,False,False,10445_10.txt,positive
10,184,6.5,5.625,2,False,False,False,False,False,True,False,False,False,False,False,10446_10.txt,positive
11,238,7.5,7.875,3,False,False,False,False,False,False,False,False,False,False,False,10447_10.txt,positive
1,73,1.125,2.125,1,False,False,False,False,False,False,True,False,False,False,False,10448_10.txt,positive
7,145,6.375,4.0,4,False,False,False,False,False,False,False,False,True,False,False,10449_9.txt,positive
20,510,16.694,12.681000000000001,3,False,False,False,False,False,False,False,True,True,False,False,1044_8.txt,positive
5,145,6.0,3.875,0,False,False,False,False,False,False,True,False,True,False,True,10450_10.txt,positive
11,178,8.375,7.375,7,False,False,False,False,True,True,True,False,True,False,False,10451_10.txt,positive
12,248,9.75,8.875,4,False,False,True,False,False,True,False,True,False,False,False,10452_10.txt,positive
9,178,5.75,3.625,1,False,False,False,False,False,True,False,False,False,False,True,10453_10.txt,positive
31,630,25.625,16.375,9,False,False,False,False,False,True,False,False,True,False,True,10454_9.txt,positive
15,256,12.25,6.625,4,False,False,False,False,False,False,False,False,False,False,True,10455_10.txt,positive
16,213,12.5,6.625,6,False,False,False,False,False,True,False,False,False,False,False,10456_10.txt,positive
5,99,3.5,4.5,1,False,False,False,False,False,False,False,False,False,False,False,10457_8.txt,positive
4,95,4.625,2.25,0,False,False,False,False,False,False,False,False,False,False,False,10458_10.txt,positive
6,89,2.75,3.25,2,False,False,False,False,False,False,False,False,False,False,False,10459_9.txt,positive
32,441,11.625,9.75,3,False,True,False,False,False,False,False,True,True,False,False,1045_8.txt,positive
7,109,5.5,2.5,0,False,False,False,False,False,True,False,False,False,False,False,10460_10.txt,positive
7,118,6.75,3.625,2,False,False,False,False,False,False,True,False,False,False,False,10461_9.txt,positive
3,36,2.875,0.5,0,False,False,False,False,False,False,False,False,True,False,True,10462_7.txt,positive
43,704,31.375,16.75,10,False,False,False,False,False,True,True,False,True,False,True,10463_10.txt,positive
11,310,12.75,7.875,3,False,False,False,False,False,False,False,False,True,False,False,10464_7.txt,positive
7,136,7.0,4.75,0,False,False,False,False,False,False,False,False,False,False,False,10465_8.txt,positive
13,205,10.625,4.5,0,False,False,False,False,False,False,False,True,False,False,False,10466_8.txt,positive
8,169,6.5,6.75,2,False,False,False,False,False,False,False,False,False,False,False,10467_10.txt,positive
8,108,3.875,2.75,1,False,False,False,False,False,False,False,True,False,False,False,10468_9.txt,positive
12,269,6.0,6.375,2,False,False,False,False,False,False,False,False,True,False,False,10469_10.txt,positive
6,124,7.875,3.875,2,False,False,False,False,True,False,False,False,False,False,False,1046_10.txt,positive
28,477,14.5,12.625,4,False,False,False,False,False,True,False,False,True,False,False,10470_9.txt,positive
11,212,4.0,6.5,0,False,False,False,False,False,False,False,False,False,False,False,10471_10.txt,positive
8,149,4.375,5.5,2,False,False,False,False,False,False,False,False,False,False,False,10472_7.txt,positive
4,74,2.75,2.375,1,True,False,False,False,False,False,False,False,False,False,True,10473_10.txt,positive
16,216,9.125,9.5,2,False,True,False,False,False,True,False,False,False,False,False,10474_9.txt,positive
6,154,6.5,6.375,4,False,False,False,False,False,True,False,False,False,False,False,10475_8.txt,positive
11,192,7.75,4.25,2,False,False,False,False,False,True,False,False,False,False,False,10476_9.txt,positive
8,167,7.75,8.75,2,True,False,False,False,False,False,False,False,True,False,True,10477_9.txt,positive
12,219,11.5,7.625,4,False,False,False,False,False,False,False,False,False,False,False,10478_8.txt,positive
6,124,6.0,2.625,1,False,False,False,False,False,False,False,False,False,False,False,10479_10.txt,positive
13,259,11.443999999999999,8.056000000000001,6,False,False,False,False,False,False,False,True,True,False,True,1047_8.txt,positive
4,49,4.375,1.625,0,False,False,False,False,False,False,False,True,False,False,False,10480_10.txt,positive
10,200,9.25,6.5,2,False,False,False,False,False,False,False,False,False,False,False,10481_8.txt,positive
7,109,3.5,4.0,3,False,False,False,False,False,True,False,False,False,False,False,10482_10.txt,positive
12,212,12.75,8.375,7,False,False,False,False,False,False,False,False,True,False,False,10483_8.txt,positive
29,428,17.0,16.625,8,True,False,True,False,False,False,False,False,True,False,False,10484_8.txt,positive
5,143,8.375,6.0,3,False,False,False,False,False,False,False,False,False,False,False,10485_8.txt,positive
10,160,3.75,7.0,2,False,False,False,False,False,False,False,False,False,False,False,10486_7.txt,positive
8,161,6.75,7.0,3,False,False,False,False,False,True,True,False,False,False,True,10487_7.txt,positive
12,148,4.875,4.625,4,False,False,False,False,False,False,False,False,True,False,False,10488_10.txt,positive
7,105,4.125,3.25,1,False,False,False,False,False,False,False,False,False,False,False,10489_10.txt,positive
7,199,8.625,7.75,2,False,False,False,False,False,False,False,False,False,False,False,1048_8.txt,positive
6,130,6.25,5.25,0,False,False,False,False,False,False,False,False,False,False,True,10490_7.txt,positive
4,92,4.125,4.25,2,False,False,False,False,False,False,False,False,False,False,False,10491_7.txt,positive
9,123,4.75,4.125,2,False,False,False,False,False,False,False,False,True,True,False,10492_10.txt,positive
4,76,4.25,1.125,1,True,False,False,False,False,False,False,True,False,False,False,10493_9.txt,positive
7,123,4.375,4.75,1,False,False,False,False,False,True,False,False,False,False,False,10494_10.txt,positive
8,178,7.5,6.0,3,False,False,False,False,True,False,False,False,False,False,False,10495_7.txt,positive
7,109,4.75,2.5,2,False,False,False,False,False,False,False,False,False,False,False,10496_10.txt,positive
8,117,7.125,4.5,2,False,False,True,False,False,False,False,False,False,False,False,10497_8.txt,positive
8,104,3.75,3.25,0,False,False,False,False,False,False,False,False,False,False,False,10498_10.txt,positive
3,51,2.25,0.25,0,False,False,False,False,False,False,False,False,False,False,False,10499_10.txt,positive
5,119,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,1049_7.txt,positive
5,159,4.375,3.0,3,False,False,False,False,False,False,False,False,True,False,False,104_10.txt,positive
8,134,6.75,5.875,3,False,False,False,False,False,False,False,False,False,False,False,10500_10.txt,positive
12,158,4.875,4.625,3,False,False,False,False,False,False,True,False,True,False,False,10501_10.txt,positive
13,149,5.875,6.125,1,False,False,False,False,False,False,False,False,False,False,False,10502_9.txt,positive
28,384,15.25,5.375,0,False,False,False,False,False,True,True,True,True,False,False,10503_10.txt,positive
6,127,5.597,3.903,0,True,False,False,False,False,False,False,True,False,False,False,10504_9.txt,positive
5,87,3.5,1.75,0,False,False,False,False,False,False,False,False,False,False,True,10505_10.txt,positive
9,155,4.625,3.875,1,True,False,False,False,False,False,False,True,False,False,False,10506_10.txt,positive
12,128,5.625,3.875,1,False,False,False,False,False,False,False,True,False,False,False,10507_10.txt,positive
21,254,5.875,5.5,2,False,False,False,False,False,False,False,False,True,False,False,10508_10.txt,positive
14,247,13.0,7.5,7,False,False,False,False,False,False,False,False,True,False,False,10509_7.txt,positive
6,122,5.875,6.25,0,False,False,False,False,False,False,False,False,False,False,False,1050_9.txt,positive
11,145,6.5,4.75,2,False,False,False,False,False,False,False,False,False,False,False,10510_7.txt,positive
23,281,10.875,9.75,7,False,False,False,False,False,True,False,False,False,False,False,10511_7.txt,positive
7,64,5.125,0.625,0,False,False,False,False,False,False,False,False,False,False,False,10512_10.txt,positive
4,112,4.375,3.125,0,False,False,False,False,True,False,False,False,False,False,False,10513_7.txt,positive
7,184,13.125,8.75,4,True,False,False,False,False,False,False,True,False,False,False,10514_8.txt,positive
4,73,4.5,1.75,0,False,False,False,False,False,False,False,False,False,False,False,10515_9.txt,positive
31,817,32.375,32.0,13,False,False,False,False,False,True,False,False,True,False,False,10516_7.txt,positive
5,124,7.625,4.875,1,False,False,False,False,False,True,False,False,False,False,False,10517_8.txt,positive
17,280,15.0,9.125,1,False,False,False,False,False,False,True,True,False,False,False,10518_9.txt,positive
6,154,4.5,6.25,3,False,False,False,False,False,False,False,True,True,False,False,10519_9.txt,positive
10,182,5.875,6.75,2,False,False,False,False,False,False,False,False,False,False,False,1051_9.txt,positive
9,292,18.806,8.443999999999999,1,False,False,False,False,False,False,True,False,True,False,False,10520_9.txt,positive
16,410,20.0,14.625,3,False,False,False,False,False,False,False,False,False,False,True,10521_9.txt,positive
9,192,7.875,6.625,3,False,False,False,False,True,False,False,False,False,False,False,10522_7.txt,positive
17,180,12.5,5.25,3,False,False,False,False,False,True,True,False,False,False,False,10523_9.txt,positive
9,102,5.5,4.375,3,False,False,False,False,False,False,False,True,False,False,False,10524_10.txt,positive
11,280,10.0,10.0,1,False,False,False,False,False,True,False,False,True,False,False,10525_10.txt,positive
47,891,44.0,18.0,0,False,False,False,False,False,True,True,True,True,False,False,10526_9.txt,positive
12,139,10.625,3.625,3,False,False,False,False,False,False,True,True,False,True,True,10527_10.txt,positive
13,325,16.347,12.278,2,False,False,False,False,False,False,False,False,False,False,True,10528_10.txt,positive
9,108,7.625,4.25,5,False,False,False,False,False,False,False,False,False,False,False,10529_10.txt,positive
20,331,10.25,7.5,1,False,False,False,False,False,False,False,False,False,False,False,1052_8.txt,positive
16,266,10.5,7.75,1,False,False,False,False,False,False,False,True,True,False,False,10530_10.txt,positive
9,134,6.5,4.25,4,False,False,False,False,False,True,False,False,False,False,False,10531_10.txt,positive
15,169,5.375,5.125,1,False,False,False,False,False,False,False,False,True,False,False,10532_8.txt,positive
10,123,9.0,4.375,4,False,False,False,False,False,False,False,False,True,False,False,10533_10.txt,positive
6,116,5.75,5.125,3,False,False,False,False,False,True,False,False,False,False,False,10534_7.txt,positive
8,122,3.25,7.125,2,False,False,False,False,False,False,False,False,True,False,False,10535_7.txt,positive
9,170,6.625,6.125,4,False,False,False,False,False,False,False,False,True,False,False,10536_10.txt,positive
7,147,7.25,6.0,1,False,False,False,False,False,False,False,False,True,False,False,10537_10.txt,positive
7,128,4.125,2.75,1,False,False,False,False,False,False,False,False,False,False,False,10538_8.txt,positive
8,127,5.75,5.0,2,False,False,False,False,True,False,False,False,True,False,False,10539_10.txt,positive
13,198,6.625,6.875,3,False,False,False,True,False,False,False,False,True,False,False,1053_8.txt,positive
8,138,5.25,3.875,2,False,False,False,False,False,False,False,False,True,False,False,10540_10.txt,positive
11,116,5.25,3.875,1,False,False,False,False,False,False,False,False,True,False,False,10541_10.txt,positive
18,405,16.0,13.5,9,False,False,False,False,False,False,False,False,False,False,False,10542_7.txt,positive
11,219,6.75,8.625,9,True,False,False,False,False,False,False,False,True,False,False,10543_8.txt,positive
12,303,14.375,8.25,6,False,False,False,False,False,False,False,False,True,False,False,10544_8.txt,positive
27,507,19.625,15.625,14,False,False,False,False,False,False,False,False,False,False,False,10545_7.txt,positive
11,185,3.25,6.875,1,False,False,False,False,False,False,False,False,False,False,False,10546_9.txt,positive
6,143,3.5,2.875,2,False,False,False,False,False,True,False,False,False,False,False,10547_9.txt,positive
29,787,31.5,27.0,8,True,False,False,False,False,False,False,True,True,False,False,10548_7.txt,positive
10,115,5.0,2.625,0,False,False,False,False,False,False,False,True,False,True,False,10549_9.txt,positive
5,146,5.375,5.25,1,False,False,False,False,False,False,False,False,True,False,False,1054_8.txt,positive
11,283,10.25,10.625,8,False,False,False,False,False,True,False,False,True,False,False,10550_8.txt,positive
16,283,8.625,8.375,3,False,False,False,False,False,False,False,False,True,False,False,10551_7.txt,positive
46,652,25.75,23.875,17,False,False,False,False,False,False,False,True,False,False,False,10552_9.txt,positive
5,72,2.875,1.375,3,False,False,False,False,False,False,False,False,True,False,False,10553_8.txt,positive
11,255,13.625,8.25,3,False,False,False,False,False,False,False,False,False,False,False,10554_7.txt,positive
50,1204,46.75,30.75,27,False,False,True,False,True,False,False,True,True,False,True,10555_8.txt,positive
10,88,3.75,3.75,4,False,False,False,False,False,False,False,False,False,False,False,10556_10.txt,positive
6,127,3.875,3.0,0,False,False,False,False,False,False,False,False,True,False,False,10557_9.txt,positive
5,96,4.25,2.375,2,False,False,False,False,False,False,False,False,False,False,False,10558_10.txt,positive
13,204,5.125,11.375,10,False,False,False,False,False,False,False,False,False,False,False,10559_8.txt,positive
6,67,2.25,3.375,2,False,False,False,False,False,False,False,False,False,False,False,1055_10.txt,positive
17,391,14.0,12.625,6,False,False,False,False,False,True,False,False,True,False,False,10560_9.txt,positive
30,498,17.125,14.375,6,False,False,False,False,False,True,False,False,False,False,False,10561_8.txt,positive
4,45,2.625,1.375,0,False,False,False,False,False,False,True,True,False,False,False,10562_9.txt,positive
19,334,14.5,9.875,5,False,False,False,False,False,False,False,True,False,False,True,10563_7.txt,positive
4,51,1.25,0.5,0,False,False,False,False,False,False,False,False,False,False,False,10564_10.txt,positive
12,280,11.125,8.125,2,False,False,False,False,False,False,False,False,False,False,False,10565_9.txt,positive
7,130,3.625,4.125,0,False,False,False,False,False,False,False,False,True,False,False,10566_8.txt,positive
5,91,2.625,3.0,1,False,False,False,False,False,False,True,True,True,False,False,10567_9.txt,positive
8,106,7.375,2.75,1,False,False,False,False,False,True,False,False,False,False,False,10568_10.txt,positive
6,147,5.75,4.5,0,False,False,False,False,False,False,False,False,False,False,False,10569_10.txt,positive
10,120,5.75,6.5,0,True,False,False,False,False,True,False,False,False,False,False,1056_10.txt,positive
40,796,25.0,17.75,5,False,False,False,False,False,False,False,False,True,False,True,10570_8.txt,positive
19,389,12.5,9.875,5,True,False,False,False,False,False,False,True,False,False,False,10571_8.txt,positive
16,316,10.375,11.375,3,False,False,False,False,False,False,True,False,False,False,False,10572_8.txt,positive
14,232,7.375,6.0,1,False,False,False,False,False,False,False,True,False,False,False,10573_10.txt,positive
7,74,3.625,2.75,1,False,False,False,False,False,False,True,False,False,False,False,10574_10.txt,positive
14,137,6.125,4.75,3,False,False,False,False,False,False,True,False,False,False,False,10575_9.txt,positive
31,554,20.847,17.903,8,True,False,False,False,False,False,False,False,True,True,False,10576_7.txt,positive
7,108,3.125,2.25,2,False,False,False,False,False,False,False,True,True,False,False,10577_10.txt,positive
12,226,7.375,4.0,1,False,False,False,False,False,False,False,True,True,False,False,10578_7.txt,positive
25,467,18.0,15.125,4,False,False,False,False,False,False,False,True,False,False,False,10579_10.txt,positive
4,60,1.625,2.625,2,False,False,False,False,False,False,False,False,False,False,False,1057_9.txt,positive
9,137,7.0,3.375,0,False,False,False,False,False,False,False,True,True,False,False,10580_8.txt,positive
28,526,14.25,18.875,4,False,False,False,False,False,False,False,False,False,False,False,10581_10.txt,positive
19,177,5.75,1.125,0,False,False,False,False,False,False,False,True,True,False,False,10582_10.txt,positive
24,437,11.0,8.0,1,True,False,False,False,False,False,False,True,False,False,False,10583_10.txt,positive
26,329,9.0,6.5,5,False,False,False,False,False,False,True,True,False,False,False,10584_10.txt,positive
16,289,11.0,6.625,1,False,False,False,False,False,False,False,True,False,False,False,10585_9.txt,positive
14,487,17.25,17.375,4,True,False,False,False,False,False,False,True,False,False,False,10586_10.txt,positive
6,77,4.125,5.0,2,False,False,False,False,False,False,False,False,False,False,False,10587_8.txt,positive
16,368,12.597000000000001,16.528,3,False,False,False,False,False,False,False,True,True,False,False,10588_10.txt,positive
6,105,2.875,2.375,1,False,False,False,False,False,False,False,False,False,False,False,10589_10.txt,positive
3,46,1.75,0.75,0,False,False,False,False,False,False,False,True,True,False,False,1058_10.txt,positive
5,119,6.75,5.375,4,False,False,False,False,False,False,False,False,False,False,True,10590_8.txt,positive
10,229,7.5,6.25,5,False,False,False,False,False,False,False,True,False,True,False,10591_10.txt,positive
7,173,5.125,6.875,2,False,False,False,False,False,False,False,False,False,False,False,10592_8.txt,positive
4,108,4.25,2.25,0,False,False,False,False,False,True,True,True,False,False,False,10593_8.txt,positive
14,501,13.972000000000001,18.403,5,False,False,False,False,False,False,False,False,True,False,False,10594_8.txt,positive
29,974,28.25,27.375,8,False,False,False,False,False,False,False,True,False,False,False,10595_10.txt,positive
5,125,5.625,1.75,1,False,False,False,False,False,False,False,False,False,False,False,10596_8.txt,positive
9,176,6.25,3.875,2,False,False,False,False,False,False,False,False,False,False,False,10597_9.txt,positive
5,45,2.25,0.375,0,False,False,False,False,False,False,False,False,False,False,False,10598_8.txt,positive
13,250,8.25,8.5,2,False,False,False,False,False,False,True,False,True,True,False,10599_8.txt,positive
6,80,4.125,2.25,2,False,False,False,False,False,True,True,False,True,False,False,1059_10.txt,positive
30,372,17.375,11.625,6,False,False,False,False,False,False,False,True,False,False,False,105_7.txt,positive
7,171,4.75,5.625,2,False,False,False,False,False,False,False,True,True,False,False,10600_9.txt,positive
8,153,5.375,3.375,0,False,False,False,False,False,False,False,False,False,False,False,10601_10.txt,positive
7,110,6.5,3.5,1,False,False,False,False,False,False,False,False,False,False,False,10602_10.txt,positive
18,358,13.5,12.5,4,False,False,False,False,False,True,False,False,False,False,False,10603_10.txt,positive
1,36,1.125,1.75,0,False,False,False,False,False,False,False,False,False,False,False,10604_7.txt,positive
3,42,2.0,1.25,0,False,False,False,False,False,False,False,False,False,False,False,10605_7.txt,positive
9,140,4.25,5.25,1,True,False,False,False,False,False,True,False,False,False,False,10606_10.txt,positive
7,97,3.375,4.375,2,False,False,False,False,False,True,False,False,True,False,False,10607_10.txt,positive
6,57,3.125,2.25,0,False,False,False,False,False,True,False,False,False,False,False,10608_10.txt,positive
17,160,11.125,5.875,1,False,False,False,False,False,True,True,False,False,False,False,10609_10.txt,positive
4,125,5.75,5.75,1,False,True,False,False,False,True,False,False,False,False,True,1060_10.txt,positive
6,139,8.5,6.5,1,False,False,False,False,False,True,False,False,False,False,True,10610_8.txt,positive
5,80,3.0,2.375,1,False,False,False,False,False,False,False,False,False,False,False,10611_8.txt,positive
15,184,9.125,5.25,1,False,False,False,False,False,False,False,False,True,False,False,10612_7.txt,positive
13,333,9.375,16.375,2,False,False,False,False,True,False,False,False,False,False,False,10613_8.txt,positive
6,186,8.625,9.75,3,False,False,False,False,False,False,False,False,False,False,False,10614_7.txt,positive
5,83,3.5,1.625,1,False,False,False,False,False,False,False,False,False,False,False,10615_8.txt,positive
15,434,23.597,15.903,3,True,False,False,False,False,False,False,False,False,False,True,10616_7.txt,positive
11,216,12.333,10.792,1,False,False,False,False,False,False,False,False,True,False,False,10617_8.txt,positive
40,759,29.5,21.0,10,False,False,True,False,False,True,False,True,True,False,True,10618_8.txt,positive
5,233,15.125,14.5,1,False,False,False,False,False,False,False,False,True,False,True,10619_8.txt,positive
9,82,3.25,1.75,0,False,False,False,False,False,False,False,True,False,False,False,1061_10.txt,positive
10,187,6.375,8.875,1,True,False,True,False,False,True,False,True,False,False,False,10620_10.txt,positive
3,64,2.75,2.125,0,False,False,False,False,False,False,False,True,False,False,False,10621_10.txt,positive
5,95,6.25,3.375,0,False,False,False,False,False,False,False,False,False,False,True,10622_10.txt,positive
5,210,12.443999999999999,14.056000000000001,1,False,False,False,False,False,False,False,False,False,False,False,10623_8.txt,positive
14,179,7.875,7.25,4,True,False,False,False,False,False,False,False,True,False,False,10624_7.txt,positive
21,262,14.875,11.375,2,False,False,False,False,False,False,False,False,False,False,False,10625_7.txt,positive
8,189,12.013,11.612,5,False,False,False,False,False,False,False,False,False,False,True,10626_7.txt,positive
24,463,23.0,19.125,9,True,False,False,False,False,True,False,False,False,False,False,10627_10.txt,positive
1,17,0.625,0.5,0,False,False,False,False,False,False,False,False,False,False,False,10628_7.txt,positive
9,144,5.875,3.875,0,False,False,False,False,False,True,False,False,False,False,False,10629_10.txt,positive
6,59,4.875,1.5,0,False,False,False,False,False,False,True,False,True,False,False,1062_10.txt,positive
8,130,6.125,4.125,0,False,False,False,False,False,True,True,False,False,False,False,10630_8.txt,positive
15,144,5.75,6.0,4,False,False,False,False,False,True,False,False,False,False,False,10631_8.txt,positive
19,262,12.25,10.375,6,False,False,False,False,False,True,False,True,False,False,False,10632_10.txt,positive
5,151,6.125,5.0,1,False,False,False,False,False,True,False,False,False,False,False,10633_9.txt,positive
10,211,11.625,5.875,2,False,False,False,False,False,True,True,False,True,False,False,10634_10.txt,positive
8,107,3.625,4.875,1,False,False,False,False,False,False,False,False,False,False,False,10635_8.txt,positive
6,122,6.25,2.25,0,False,False,False,False,False,False,True,False,False,False,False,10636_8.txt,positive
5,69,2.375,1.75,0,False,False,False,False,False,False,False,True,False,False,False,10637_10.txt,positive
4,92,3.0,1.875,0,False,False,False,False,False,False,False,False,False,False,False,10638_8.txt,positive
35,637,29.75,22.25,3,True,True,False,False,False,False,False,True,False,False,False,10639_7.txt,positive
4,49,2.25,1.0,1,False,False,False,False,False,False,False,False,True,False,True,1063_10.txt,positive
33,494,30.25,21.875,3,False,False,True,False,True,False,False,False,True,False,False,10640_8.txt,positive
5,145,6.625,3.5,4,False,False,False,False,False,False,False,True,False,False,False,10641_7.txt,positive
21,216,8.0,8.125,1,True,False,False,False,False,False,False,True,False,False,False,10642_8.txt,positive
15,488,14.875,11.125,9,False,False,False,False,False,False,False,False,False,False,False,10643_8.txt,positive
7,189,6.0,4.125,1,False,False,False,False,False,False,False,False,False,False,False,10644_8.txt,positive
18,314,6.375,6.875,1,False,False,False,False,False,False,False,False,True,False,False,10645_8.txt,positive
11,218,4.75,3.875,0,False,False,False,False,False,False,False,False,True,False,False,10646_8.txt,positive
14,175,10.625,6.75,5,False,False,False,False,False,False,True,False,False,False,False,10647_8.txt,positive
10,138,6.875,4.75,1,False,False,False,False,False,False,True,False,True,False,False,10648_8.txt,positive
9,109,5.125,3.625,1,False,False,False,False,False,False,False,False,False,False,True,10649_7.txt,positive
6,69,3.25,4.25,1,False,False,False,False,False,False,False,False,False,False,False,1064_10.txt,positive
4,72,2.0,2.25,1,False,False,False,False,False,False,False,False,True,False,False,10650_8.txt,positive
8,147,4.0,7.0,4,True,False,False,False,False,False,False,False,False,False,False,10651_7.txt,positive
12,133,5.875,4.125,1,False,False,False,False,False,False,False,False,True,False,True,10652_9.txt,positive
12,192,7.375,7.375,5,False,False,False,False,True,False,False,False,True,False,False,10653_10.txt,positive
12,192,7.5,7.25,0,False,False,False,False,False,False,False,False,False,False,False,10654_7.txt,positive
9,154,4.25,4.75,0,False,False,False,False,False,True,False,False,False,False,False,10655_9.txt,positive
8,168,4.0,4.75,1,False,False,False,False,False,False,True,False,True,False,False,10656_7.txt,positive
7,134,1.875,3.625,1,False,False,False,False,False,False,False,False,True,False,False,10657_8.txt,positive
8,127,3.125,4.0,2,False,False,False,False,False,False,False,False,False,False,False,10658_10.txt,positive
5,137,6.875,6.375,2,False,False,False,False,False,False,False,False,False,False,False,10659_8.txt,positive
6,146,5.625,8.75,2,False,False,False,False,False,False,False,False,True,False,False,1065_10.txt,positive
6,126,4.625,4.375,0,False,False,False,False,False,False,False,False,False,False,False,10660_10.txt,positive
17,392,18.5,12.75,4,False,False,False,False,False,False,False,True,False,False,False,10661_9.txt,positive
20,348,20.208,15.667,0,False,False,False,False,False,False,False,False,False,False,False,10662_7.txt,positive
28,502,20.972,19.403,5,True,False,False,False,False,False,True,False,True,False,False,10663_8.txt,positive
13,148,8.0,3.125,2,False,False,False,False,False,True,False,False,False,False,False,10664_8.txt,positive
6,192,6.0,4.75,1,False,False,False,False,False,False,False,True,False,False,False,10665_8.txt,positive
31,660,26.75,16.125,9,False,False,False,False,False,False,True,False,True,False,True,10666_8.txt,positive
15,287,12.125,8.375,4,False,False,False,False,False,True,False,False,True,False,False,10667_8.txt,positive
13,296,10.625,10.5,5,False,False,False,False,False,False,False,True,False,False,False,10668_7.txt,positive
1,22,1.125,0.625,0,False,False,False,False,False,False,False,False,False,False,False,10669_10.txt,positive
1,32,2.375,1.0,0,False,False,False,False,False,False,False,True,False,False,False,1066_10.txt,positive
3,51,1.25,2.0,2,False,False,False,False,False,False,False,False,True,False,False,10670_10.txt,positive
3,41,2.5,1.625,1,False,False,False,False,False,True,False,True,False,False,False,10671_10.txt,positive
16,275,12.375,9.875,3,False,False,False,False,False,False,False,False,True,False,False,10672_9.txt,positive
3,52,2.625,1.125,0,False,False,False,False,False,True,True,False,False,False,False,10673_10.txt,positive
25,418,19.75,12.0,2,False,False,False,False,False,False,False,False,False,False,False,10674_8.txt,positive
7,120,5.25,4.875,1,False,False,False,True,False,False,False,False,False,False,False,10675_8.txt,positive
13,273,7.25,6.0,1,True,False,False,False,False,False,False,False,False,False,False,10676_9.txt,positive
20,477,16.125,17.5,4,False,False,False,False,False,False,False,False,False,False,False,10677_8.txt,positive
9,117,4.125,3.5,1,False,False,False,False,False,True,False,True,False,False,False,10678_9.txt,positive
10,259,7.375,8.0,2,False,False,False,False,False,False,False,True,True,False,False,10679_10.txt,positive
25,559,16.375,22.25,10,True,True,False,False,False,False,False,False,True,False,False,1067_7.txt,positive
7,167,7.875,6.75,2,False,False,False,False,False,False,False,False,False,False,False,10680_8.txt,positive
9,232,14.125,9.625,1,False,False,False,False,False,False,False,False,True,False,False,10681_10.txt,positive
42,553,20.375,13.125,7,False,False,False,False,False,True,False,False,False,False,False,10682_10.txt,positive
16,309,11.0,14.375,4,False,False,False,False,False,False,False,True,True,False,False,10683_7.txt,positive
7,106,4.125,4.125,1,False,False,False,False,False,False,True,False,False,False,False,10684_9.txt,positive
8,156,3.5,6.875,3,False,False,False,False,False,True,False,False,False,False,False,10685_7.txt,positive
5,114,5.375,2.875,2,False,False,False,False,False,False,False,False,False,False,False,10686_8.txt,positive
8,124,6.7219999999999995,7.5280000000000005,2,False,False,False,False,False,False,False,False,False,False,False,10687_10.txt,positive
8,126,8.681000000000001,5.194,1,False,False,False,False,False,False,False,False,True,False,False,10688_9.txt,positive
5,45,1.75,0.75,0,False,False,False,False,False,False,False,False,True,False,False,10689_8.txt,positive
11,180,9.875,8.875,0,False,False,False,False,False,False,False,False,True,False,False,1068_10.txt,positive
4,48,1.25,3.0,2,False,False,False,False,False,False,False,False,False,False,False,10690_10.txt,positive
9,96,5.375,1.375,0,True,False,False,False,False,False,False,False,True,False,False,10691_7.txt,positive
13,137,8.5,5.375,1,False,False,False,False,False,False,False,False,True,False,False,10692_8.txt,positive
25,381,31.125,18.25,2,False,False,False,False,False,False,True,False,True,False,False,10693_8.txt,positive
28,352,10.375,8.375,3,False,False,False,False,False,True,False,False,False,False,False,10694_7.txt,positive
4,48,2.75,1.75,1,False,False,False,False,False,False,True,False,True,False,False,10695_8.txt,positive
9,133,7.25,3.375,2,False,False,False,False,False,True,False,False,True,False,False,10696_7.txt,positive
11,110,6.25,3.75,1,False,False,False,False,False,True,False,False,False,False,False,10697_8.txt,positive
14,281,10.0,9.375,7,False,False,False,False,False,False,False,False,False,False,False,10698_9.txt,positive
20,371,15.75,11.25,3,False,False,False,False,False,False,False,False,True,False,False,10699_9.txt,positive
9,169,6.875,8.375,3,False,False,False,False,False,False,False,False,True,False,False,1069_10.txt,positive
15,189,4.5,3.125,0,False,False,False,False,False,False,False,False,False,False,False,106_10.txt,positive
6,100,4.625,2.875,2,False,False,False,False,False,False,False,True,False,False,False,10700_8.txt,positive
8,129,6.0,4.75,1,False,False,False,False,False,False,False,False,True,False,False,10701_10.txt,positive
11,183,11.0,10.875,6,False,False,False,False,False,True,False,False,False,False,False,10702_10.txt,positive
5,132,6.375,4.125,1,False,False,False,False,False,True,False,False,False,False,False,10703_7.txt,positive
20,322,11.306000000000001,10.068999999999999,3,False,False,False,False,False,False,False,True,False,False,False,10704_10.txt,positive
6,117,6.125,2.875,3,False,False,False,False,False,False,False,False,False,False,False,10705_7.txt,positive
8,130,6.375,5.375,2,False,False,False,False,False,False,False,False,False,False,False,10706_7.txt,positive
9,160,9.25,6.375,2,False,False,False,False,False,False,False,False,False,False,True,10707_8.txt,positive
14,174,8.125,7.25,3,False,False,False,False,False,False,False,False,False,False,False,10708_8.txt,positive
17,440,18.722,13.403,3,False,False,False,False,False,False,False,False,True,False,True,10709_10.txt,positive
